full_text,status
Saatnya menjadi agent of change dengan berkontribusi melalui E-Lapor DIY. Kanal E-Lapor DIY https://t.co/VyxyzLn7Ap atau di SP4N-Lapor! (https://t.co/4rZx1uZt3d) Aplikasi Jogja Istimewa #ELaporDIY #AduanJogja #JogjaIstimewa #KominfoDIY #LaporJogja,Netral
@fess10nopember kalau dirasa memberatkan dan ada pungli berdasarkan peraturan yang ada ya silahkan dilaporkan ke sp4n lapor siapa tahu dari kemendikbudristekdikti bisa menindaklanjuti apabila melanggar... tapi ancen abot seh tagihannya https://t.co/vKBa4IDyPj,Netral
@Mierebus_nih Salam untuk menyampaikan aduan dapat disampaikan melalui SP4n Lapor melalui situs https://t.co/fmXmzXgfn5 terimakasih,Netral
Terima kasih yang telah mempercayai kami dan turut andil dalam perbaikan pelayanan kami melalui SP4N-LAPOR! Kami akan terus berupaya berbenah dan meningkatkan pelayanan yang lebih baik lagi. Ayo LAPOR! untuk pelayanan publik yang lebih baik! #SP4NLAPOR,Positif
"Makin meraja penipuan dan jebakan diluar nalar !!! Tolong rakyat kecil, kenapa? sekarang tiba-tiba malah loading terus ??",Negatif
Hai TemanKom! Selamat Hari Senin TemanKom! Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 05 Februari 2024 - 11 Februari 2024 https://t.co/rQbCQ37xaL,Netral
hasilnya? pengelolaan SP4N Lapor Pemkab Karanganyar bisa top 3 se-Jawa Tengah. bangga? YA BANGGA DOONG. Seorang honorer bisa bawa ke top 3 lho tepatnya d peringkat kedua setelah Kab Demak.,Positif
Halo Handai Tolan! Kami mendapatkan konfirmasi dari Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Kemenpan-RB) RI bahwa kanal SP4N-LAPOR! baik melalui aplikasi mobile maupun laman web https://t.co/RnO4VBy8BG untuk sementara tidak dapat diakses. https://t.co/i7db1nD0EF,Netral
Urusin noh aduan masyarakat soal bansos pangan beras 10 kg bikin akun SP4N-LAPOR dong!!!!!! Masa kantor gw mulu yang kena aduan soal program lo!!!!! @badanpangan,Negatif
SP4N-LAPOR! dapat di akses melalui link berikut https://t.co/e56wgv6Krh https://t.co/5NIfSQZBxf,Netral
LAPOR telah ditetapkan sebagai Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional (SP4N) berdasarkan Peraturan Presiden Nomor 76 Tahun 2013 dan Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 3 Tahun 2015. https://t.co/4WeKQM3vNh,Netral
SP4N LAPOR adalah sarana pengaduan masyarakat yang dikelola oleh instansi pemerintah yang berwenang secara langsung https://t.co/o6QnWrfzNz,Netral
aplikasi teruruk yang pernah di buat,Negatif
@shearingbeaver Mohon maaf laporan yang disampaikan berada di luar kewenangan Pemprov DKI Jakarta dan merupakan kewenangan Kepolisian. Silakan sampaikan aduan Anda melalui Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional (SP4N) milik KemenPANRB pada kanal website https://t.co/TVhRaEXtZh ,Netral
Diskominfo Binjai dan USAID IUWASH Gelar Workshop Layanan SP4N-LAPOR https://t.co/tULywzCcSJ,Netral
2024 Pemkab Gowa Kembali Tingkatkan Kapasitas Tim Pengelola SP4N-LAPOR! https://t.co/lximnuhCtO,Positif
Hai TemanKom! Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 29 Januari 2024 - 04 Februari 2024 https://t.co/o9ZdGmlMx3,Netral
2024 Pemkab Gowa Kembali Tingkatkan Kapasitas Tim Pengelola SP4N-LAPOR! https://t.co/jyKSJ6Y1qh https://t.co/ta49ImWn1l,Positif
@kempanrb Laporan pada SP4N lapor https://t.co/7BSW5oSuAX yang ditujukan kepada Kementerian PAN RB terutama Kedeputian SDM Aparatur sudah berminggu-minggu tidak diproses. @kempanrb,Negatif
Selamat siang sedulur tak terasa Bulan Januari telah terlewatkan. Yuk bisa disimak perjalanan laporan pengaduan yang masuk di Bulan Januari melalui kanal Sapa Mbak Ita maupun SP4N-LAPOR dalam tautan berikut iya https://t.co/h383TbIu1c,Netral
@tanyakanrl Kalau ada bukti bisa adukan ke SP4N-LAPOR biar dapet sanksi dari pusat.,Netral
Ini itikad yang baik. Dengan diakomodasi ke dalam SP4N-LAPOR! harapannya daerah juga ga keluar duit buat maintanance aplikasi kayak gini. Selain itu juga harapannya ada data terpadu terkait pelayanan publik se-Indonesia. Cuman ya SP4N-LAPOR! masih belum siap .,Negatif
Kenapa semua kota ga punya kanal pengaduan sepertu JAKI? Karena pemerintah sedang mendorong SP4N-LAPOR! menjadi kanal pengaduan nasional. Harapannya dapat menjadi big data pengaduan pelayanan publik.,Positif
"sumpah gak guna banget, percuma bikin laporan",Negatif
Nasional punya sistem seperti ini namanya SP4N-LAPOR!. Hanya saja pengelolaannya memang belum sebagus JAKI. SP4N-LAPOR! perlu belajar ke JAKI untuk ini.,Negatif
Pemerintah pusat sudah membuat kanal pengaduan Nasional SP4N- @LAPOR1708 sejak 2013 @kempanrb! Laporan aspirasi &amp; keluhan dari tingkat Pusat s.d kecamatan bisa disampaikan &amp; akan diselesaikan. Jadi mau membuat baru atau menyaingi yang sudah ada pak?,Netral
Sobat Jatim berikut ini adalah rekapitulasi SP4N-Lapor! Pemerintah Provinsi Jawa Timur bulan Januari 2024. @KhofifahIP @EmilDardak https://t.co/7McOzBKN4i,Netral
Bimtek dan Konsolidasi Tim Pengelola SP4N LAPOR! Kabupaten Barru Sekda Barru tegaskan agar seluruh Admin memanfaatkan fitur-fitur dalam Apliasi SP4N LAPOR! dengan baik.Kamis (1/2/2024) Baca selengkapnya : https://t.co/PF9WpLpQyk #Kabupatenbarru #usaiderat #humasikpbarru https://t.co/hVTKWdWr4C,Netral
@PRFMnews Ada di sapawarga tp sayangnya jk bkn kewenangan pemprov lgsg diserahkan ke SP4N ga lgsg dikoordinasikan ke dinas terkait dan responnya ckp lama dibanding JAKI tp lbh cepat dari SP4N. Seharusnya meskipun bkn kewenangan pemprov bs lgsg didisposisi ke dinas terkait di pemkot.,Negatif
#Slemanis sepanjang tahun 2023 Pemerintah Kabupaten Sleman telah menerima sebanyak 1689 aduan melalui pelayanan pengaduan LAPOR SLEMAN dan SP4N-Lapor! Dari jumlah tersebut sebanyak 95 91% aduan telah ditindaklanjuti atau terselesaikan. https://t.co/8gDefqGm0r,Positif
@merapi_uncover @cryoncat Slemanis Jj Palagan berstatus Jl Provinsi. Laporan telah kami teruskan ke Dinas PUP ESDM Prov DIY agar segera ditindaklanjuti. Sdr jg dpt menyampaikan https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. Maturnuwun ,Netral
@BintangRm12 @agusetia_ @IniSleman Slemanis Jj Palagan dan Kaliurang berstatus Jl Provinsi. Laporan kami teruskan ke Dinas PUP ESDM Prov DIY agar segera ditindaklanjuti. Sdr jg dpt menyampaikan https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. maturnuwun ,Netral
Selain itu bisa juga loh melakukan pengaduan melalui aplikasi SP4N LAPOR! atau dapat melalui https://t.co/UronLD4ba6 Simak langsung aje ye selengkapnya di info Aripin hari ini! Swipe ya... #BBPOMJAKARTA #BPOMRI #ARIPIN #ARIPINSERI150 #PelayananPublik #ULPK #SP4NLAPOR,Positif
@aksatriou_ @merapi_uncover 2/2 Laporan Sdr akan kami teruskan ke @BPTDkelasIIIDIY agar segera ditindaklanjuti. Sdr jg dpt menyampaikan laporan melalui https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. Demikian terima kasih #laporsleman,Netral
Sampaikan Aspirasi dan Pengaduan Handai Tolan melalui SP4N-LAPOR! (Sistem Pengaduan Pelayanan Publik Nasional - Layanan Aspirasi dan Pengaduan Online Rakyat),Netral
Halo Handai Tolan! Minggu ini Bunda S4POR (Sahabat LAPOR) menyampaikan statistik pengaduan yang masuk ke SP4N-LAPOR! Pemerintah Kabupaten Tangerang sampai dengan tanggal 27 Januari 2024. Yuk simak data yang Bunda S4POR sajikan! https://t.co/TU0BJC5vTT,Netral
@pandusk_ 2/2 Laporan Sdr akan kami teruskan ke @BPTDkelasIIIDIY agar segera ditindaklanjuti. Sdr jg dpt menyampaikan laporan melalui https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. Demikian terima kasih #laporsleman,Netral
@annasrhmadd @merapi_uncover 3/3 Laporan Sdr akan kami teruskan ke @BPTDkelasIIIDIY agar segera ditindaklanjuti. Sdr jg dpt menyampaikan laporan melalui https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. Demikian terima kasih #laporsleman,Netral
Sampurasun Wargi Sumedang - Ingin menyampaikan aduan dan aspirasi terkait layanan publik di Kabupaten Sumedang? - Yuk sampaikan melalui LAPOR! yang dapat diakses di beberapa kanal pengaduan : website https://t.co/tmzLb0BlZa SMS ke 1708 Aplikasi SP4N LAPOR! (Android dan iOS). https://t.co/JCjk9IIbVi,Netral
Maman Minta Sekretaris OPD dan Operator SP4N LAPOR Berperan Aktif https://t.co/etG2IA6z1A #News #Berita #Kabar #Popular #klikwarta #InfoMasyarakat #viral #beritaterkini,Netral
SP4N Layanan Aspirasi dan Pengaduan Online Rakyat (LAPOR) di setiap Organisasi Perangkat Daerah (OPD) untuk lebih responsif terhadap keluhan masyarakat. #sp4nlapor https://t.co/4bkuiZXzU4,Netral
"Laporan ga pernah di proses, lelet, server kentang bet, sekelas negara kalah saing sama server game, buset dah kocak amat, memang anggarannya kecil ke?",Negatif
Hai TemanKom! Selamat Hari Senin TemanKom! Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 22 Januari 2024 - 28 Januari 2024 https://t.co/wtVN6wSmDR,Netral
Penjabat (Pj) Bupati Buleleng Ketut Lihadnyana mendorong sosialisasi penggunaan Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional Layanan Aspirasi dan Pengaduan Online Rakyat (SP4N LAPOR). #SP4NLAPOR #pjbupatibuleleng #lihadnyana #pelayananpublik https://t.co/XtAQioC3Mq,Netral
Tidak bisa login format nomor handphone tidak valid,Negatif
@indri_kristina Halo kak terima kasih telah menghubungi X Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan laporan kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Netral
@Sigitsoenoto @marufsirojudin1 @kpudiy @PolrestaSleman @kominfo_sleman Slemanis mohon maaf KPU Sleman instansi vertikal di bawah KPU RI. Silakan langsung melapor ke IG @kpukabupatensleman @kpudiy atau @kpu_ri. Atau melapor melalui https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. Terima kasih ,Netral
@hatoru00 Mohon maaf laporan yang disampaikan berada di luar kewenangan Pemprov DKI Jakarta dan merupakan kewenangn Kepolisian. Silakan sampaikan aduan Anda melalui Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional (SP4N) milik KemenPANRB pada kanal website https://t.co/TVhRaEXtZh.,Netral
"Aplikasi slow respon dan selalu saja tiap kirim laporan, internal server error trs!!",Negatif
Penguatan kolaborasi ini terjalin melalui bimbingan teknis dan konsolidasi tim pengelola SP4N LAPOR! yang berlangsung di Hotel Santika mulai 25-26 Jan 2024. 'Dinas Kominfo Makassar-Kemenpan RB-Kemendagri-USAID ERAT Bimtek Perkuat SP4N-LAPOR!' selengkapnya?ttps://t.co/7OALHfMZHn,Netral
Dishub Palangkaraya Tangani 94 Persen Aduan Masyarakat pada SP4N-LAPOR https://t.co/Xfv8JwgXvH,Positif
@tkgit1 @humas_jogja Slemanis Jl Palagan berstatus Jl Provinsi kewenangan Pemerintah Provinsi DIY. Laporan kami teruskan ke Dinas PUP ESDM Prov DIY. Sdr jg dpt menyampaikan laporan melalui https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. ,Netral
Sobat yuk simak alur kerja SP4N-LAPOR! sehingga pertanyaan aspirasi hingga aduan kalian dapat terjawab. Yuk lapor untuk pelayanan publik yang lebih baik. #LAPOR #pelayananpublik #aplikasi #nganjuk https://t.co/vMflSWQaJ2,Positif
@ilham_hzrd20 Next kalau jadi presiden bisa kalo web web pemerintah di upgrade lagi atau app SP4N Lapor naik kelas lagi hehhee,Positif
2. Laporan mingguan SP4N LAPOR https://t.co/5FR7NU0FcZ,Netral
Hai TemanKom! Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 15 Januari 2024 - 21 Januari 2024 https://t.co/HAfZ7zPQfh,Netral
@AmpyangAmbyar Slemanis Jalan Godean berstatus Jalan Provinsi. Laporan akan kami teruskan ke Dinas PUP ESDM Provinsi DIY. Sdr jg dpt menyampaikan laporan melalui https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. Demikian maturnuwun ,Netral
@maximerah @IniSleman Slemanis laporan akan kami teruskan ke Dinas PUP ESDM Provinsi DIY. Sdr jg dpt menyampaikan laporan melalui https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store. Demikian maturnuwun ,Netral
@ari_aditya Mohon maaf laporan yang disampaikan berada di luar kewenangan Pemprov DKI Jakarta. Silakan sampaikan aduan Anda melalui Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional (SP4N) milik KemenPANRB pada kanal website https://t.co/TVhRaEXtZh SMS 1708 twitter @lapor1708 ,Netral
"Aplikasi gak guna, katanya bs lapor dan membantu tapi zonk, saya ada posting tp sampe seminggu gak di verifikasi gak ada respon",Negatif
@sackrmn Halo kak untuk menyampaikan aduan dapat melalui pusat kendali/command center Kemensos di nomor telepon 171 atau melalui sp4n lapor kemensos di situs https://t.co/fmXmzXgfn5 terima kasih,Netral
kami meminta agar tidak menanggapi dan mengabaikan permintaan tersebut serta melaporkan ke Kementerian BUMN c.q. Pengaduan Pelayanan Publik (SP4N-LAPOR) Kementerian BUMN di Nomor +62 811-1213-5678. Untuk selanjutnya agar Masyarakat waspada,Netral
Pemko Palangka Raya menangani 606 aduan dan laporan warga yang masuk melalui SP4N LAPOR selama tahun 2023. Dari jumlah itu 589 sudah tertangani dan 12 laporan sisanya sedang dalam proses. Baca lebih lanjut https://t.co/k1ZA7I40Ld https://t.co/fN9vPf1rjn,Netral
@OwnedByPras Slemanis jalan tsb berstatus jalan provinsi. Laporan akan kami teruskan ke Provinsi DIY agar segera ditindaklanjuti. Sdr juga dapat langsung menyampaikan laporan tsb melalui https://t.co/ViaO2tlMMy / aplikasi SP4N Lapor! yang dapat di download di Play Store dan App Store ,Netral
@mooniyy @umbicrypto @0jenry1 Iya itu mbak. Sama. Lapor itu. Sp4n lapor itu apps mobilenya,Netral
#Liveinterview Masyarakat dapat memberikan aduan terkait pemerintah melalui Wadul Aladin (WA) SP4N Lapor dan Call Center 112. dari 3 aduan tersebut ada 527 aduan sepanjang 2023 termasuk 104 melalui 112 terkait layanan umum kebakaran evakuasi layanan gangguan PDAM,Netral
2. Laporan mingguan SP4N LAPOR https://t.co/L2VVdptxda,Netral
"Gak bisa digunakan, selalu ada notif internal server errors",Negatif
"Aplikasi sampah, sampah yg sebenar?nya sampah.. bikin laporan, mengkritik pelayanan Polresta Bandung yg bobrok tentang pelayanan SIM malah jd nggk jelas akun saya, di hack anti kritik.. Kenapa antri kritik takut dipecat? Heran, sampah !!",Negatif
@LAPOR1708 SP4N-LAPOR! dibentuk untuk merealisasikan kebijakan no wrong door policy yang menjamin hak masyarakat agar pengaduan dari manapun dan jenis apapun akan disalurkan kepada penyelenggara pelayanan publik yang berwenang menanganinya.,Netral
SP4N-LAPOR! merupakan layanan penyampaian semua aspirasi dan pengaduan masyarakat yang terintegrasi secara nasional. Pengaduan bisa dilakukan melalui berbagai kanal website https://t.co/yI5eCIprSM SMS 1708 (Tsel Isat 3) X @lapor1708 serta aplikasi mobile (Android dan iOS),Netral
"Aplikasi error aplikasi tidak ada manfaat kalau error buat apa di instal,lagian ngak bisa apa2.",Negatif
@heniunique Halo kak terima kasih telah menghubungi X Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan laporan kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Positif
2. Laporan mingguan SP4N LAPOR https://t.co/s5eNjpwmRy,Netral
@Info_Demokrasi @PDI_Perjuangan @PKSejahtera Halo kak terima kasih telah menghubungi X Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan laporan kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Positif
@JimCoolguys8989 Mohon maaf laporan yang disampaikan berada di luar kewenangan Pemprov DKI Jakarta. Silakan sampaikan aduan Anda melalui Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional (SP4N) milik KemenPANRB pada kanal website https://t.co/TVhRaEXtZh SMS 1708 twitter @lapor1708 ,Netral
@yozariam @KemnakerRI Langsung ke SP4N lapor kak cepet ko di tindak sekalian siapin bukti kalo misalnya ada perjanjian kerja dll ,Positif
@Mas_Hario @kemenhub151 @DPR_RI @ListyoSigitP @ahriesonta Halo kak terima kasih telah menghubungi X Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan aspirasi kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Positif
@Zae_baaanget @Polrestangkab Halo kak terima kasih telah menghubungi X Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan laporan kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Positif
Selamat beraktivitas kembali #TretanKom. Kali ini #Minkom informasikan persentase tindak lanjut laporan dan aduan yang masuk melalui SP4N-LAPOR di tahun 2023. Seluruh laporan #TretanKom yang masuk melalui SP4N-LAPOR telah 100% ditindaklanjuti oleh dinas terkait. https://t.co/U3bVNtYk48,Netral
Rabu 12 April 2023 Kasi Intelijen beserta Jajaran mengikuti Sosialisasi Mengenai Pengelolaan Website Pelaksanaan Rencana Aksi Nasional serta Penggunaan Aplikasi SP4N LAPOR secara virtual. https://t.co/J83ZiynvDr,Netral
@FawzyAh12351195 Halo kak terima kasih telah menghubungi X Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan laporan kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Positif
-dilaksanakannya kegiatan Studi Tiru Pengelolaan dan Penyebarluasan Informasi Terkhusus Pengelolaan Media Pengelolaan SP4N-LAPOR! &amp; E-Lapor dan Pengelolaan PPID. Kegiatan tersebut terselenggara di Aula Kresna Diskominfo DIY. https://t.co/HpwANdALCF,Netral
"Perlu ditingkatkan responsibilitynya, laporan lama diverifikasi",Negatif
PEMKAB OKU SELATAN IKUTI 3RD ANNUAL WORKSHOP PENINGKATAN KEBERLANJUTAN DAN MAKSIMALISASI KINERJA PETA JALAN SP4N-LAPOR! PASCA 2023 https://t.co/YocgxTcyF1,Netral
Sekdis Kominfo Prov. Sumsel Imansyah SE MM didampingi Kasi Pelayanan Media Informasi Publik dan Kasi Pengembangan Aplikasi menghadiri pembukaan 3rd Annual Workshop Peningkatan Keberlanjutan dan Maksimalisasi Kinerja Peta Jalan SP4N-LAPOR! Pasca 2023 di Sumsel Command Centre. https://t.co/V9nKRGxn5Y,Netral
Selamat sore saya buka lapor kok ngga bisa ya eror apakah sudah tutup ya lapor?,Negatif
Sp4n-Lapor! terhubung dengan 679 instansi pemerintah terdiri 34 kementerian 101 lembaga dan 544 pemda https://t.co/a9TyKQIjGH,Netral
Wujudkan Kualitas Pelayanan Publik Pengelola SP4N-LAPOR Pemkab Gowa Dilatih Makin Maksimal https://t.co/wdKQVrUL6O,Netral
"Aplikasi sering eror ( internal server eror )dan tidak dapat menampilkan gambar laporan aduan, mohon dapat segera diperbaiki terima kasih supaya lebih baik lagi",Negatif
Hai #SahabatOmbudsmanKepri . Pada Rabu 13 Desember 2023 Ombudsman RI Perwakilan Kepri melakukan Pembinaan Pengelolaan Pengaduan dan Monitoring SP4N Lapor terhadap Pemerintah Daerah se Kepri di Aula Lantai 4 Gedung Sekdaprov Kepri. . Jom https://t.co/4CgnD5QUdh,Netral
Ayo laporkan masalah pertanahanmu di SP4N LAPOR!. Yuk Sob simak video berikut untuk lebih jelasnya Inframe: @moechamadyusnindar @amalfathul @byas_n.n #SP4NLAPOR! #Pengaduan #TanyaATRBPN #LayananPertanahan #KantorPertanahanKotaPekalongan #IndonesiaLengkap,Positif
Hai #SobATRBPN Dalam rangka meningkatkan layanan pertanahan khusunya di wilayah Kota Pekalongan sekarang hadir Platfom pengaduan yang bisa diakses dimanasaja dan kapansaja. Aplikasi SP4N LAPOR! merupakan wadah untuk berinteraksi mengadu dll. https://t.co/QLhpCZ9yQ8,Positif
